Issue Date,Syndicate Desk,Syndicate Region,Country,Issuer,ISIN,Issuer Category,Sector,Currency,Size (EUR m),Tenor,Seniority,Coupon,IPTs,Spread at Launch (bps),Guidance,Price Tightening,Books Guide,Books Launch,Books Final,Oversubscription,New Issue Premium (bps),BNP Role,BNP Active,Sustainable
2021-04-16,Hong Kong,Asia-Pacific,Singapore,Health Solutions,SGQ30AC5Y9O6,Corporate,Consumer,CNY,107.14,5,Senior Unsecured,Fixed,5.44,143.76,5.39,0.05,139.28,208.92,236.78,3.02,48.83,None,True,False
2022-09-06,Hong Kong,Asia-Pacific,Hong Kong,Engineering Innovations,HKP30QQOZZK0,Corporate,Healthcare,HKD,362.13,1,Senior Unsecured,Fixed,2.37,108.71,2.36,0.01,470.77,706.15,800.31,1.17,47.91,Passive,True,False
2022-01-27,New York,Americas,Mexico,Bio Systems,MX3RDHO6Z8I9,Corporate,Industrial,EUR,386.16,3,Senior Unsecured,Fixed,5.0,174.5,4.91,0.09,502.01,753.01,853.42,3.83,35.14,Co-Manager,True,False
2025-02-07,London,EMEA,France,Metropolitan Banking Corp,FRQIUKL1IYM8,FIG,Asset Management,GBP,282.0,5,Tier 2,Floating,2.6,161.55,2.53,0.07,423.0,761.4,846.0,3.04,28.06,Co-Manager,False,False
2021-05-04,New York,Americas,Canada,Metropolitan Holdings,CA6GBUR53FR7,FIG,Banks,USD,210.42,7,Senior Non-Preferred,Floating,5.8,135.39,5.71,0.09,315.63,568.13,631.26,4.3,29.04,Co-Manager,True,True
2024-09-02,London,EMEA,Germany,Brands Systems,DEISW084FPR7,Corporate,Consumer,EUR,569.39,1,Senior Unsecured,Fixed,5.58,75.7,5.57,0.01,740.21,1110.32,1258.36,1.43,10.74,None,False,False
2020-03-13,Hong Kong,Asia-Pacific,Hong Kong,Engineering Systems,HKMSQ2P6HHD3,Corporate,Healthcare,USD,213.31,5,Senior Unsecured,Zero-Coupon,4.68,88.92,4.56,0.12,277.3,415.95,471.41,4.44,36.93,None,True,True
2024-05-23,Hong Kong,Asia-Pacific,Hong Kong,Global Holdings,HKHBTE0XR0H4,FIG,Asset Management,USD,279.4,30,Senior Non-Preferred,Floating,2.04,101.63,1.94,0.1,419.1,754.38,838.2,4.07,38.95,Passive,False,False
2023-03-16,London,EMEA,UK,Brands Systems,GBRB8SP0BGB4,Corporate,Consumer,GBP,513.76,10,Senior Secured,Fixed,2.16,133.85,2.09,0.07,667.89,1001.84,1135.41,4.17,19.55,Passive,True,True
2020-03-13,London,EMEA,Netherlands,Tech Corporation,NL71OU00W672,Corporate,Healthcare,GBP,205.36,30,Senior Secured,Fixed,5.98,249.53,5.91,0.07,266.97,400.46,453.85,4.43,47.82,Co-Manager,True,True
2023-08-06,Hong Kong,Asia-Pacific,Hong Kong,Cyber Innovations,HKM93VU3W540,Corporate,Technology,CNY,96.09,10,Senior Unsecured,Floating,6.18,136.6,6.12,0.06,124.92,187.38,212.36,2.98,15.68,None,True,False
2020-11-05,Hong Kong,Asia-Pacific,Hong Kong,Pharma Innovations,HKB4MPAXFT09,Corporate,Technology,CNY,337.89,7,Senior Unsecured,Fixed,4.17,178.27,4.07,0.1,439.26,658.89,746.74,3.36,48.31,Passive,False,False
2020-02-11,New York,Americas,USA,Cloud Corporation,USF5EK4HYMB8,Corporate,Consumer,USD,88.71,10,Senior Unsecured,Fixed,5.15,168.28,5.11,0.04,115.32,172.98,196.04,2.78,49.02,Passive,False,False
2021-05-26,Hong Kong,Asia-Pacific,China,Retail Innovations,CNF7RSYBRAY4,Corporate,Healthcare,JPY,190.48,5,Senior Subordinated,Fixed,7.55,123.58,7.53,0.02,247.62,371.43,420.95,1.42,14.45,None,True,False
2023-08-03,London,EMEA,UK,Consumer Corporation,GBJUYOHTMVF1,Corporate,Consumer,GBP,451.46,10,Senior Unsecured,Zero-Coupon,7.71,226.97,7.66,0.05,586.9,880.35,997.73,2.49,48.58,Active Bookrunner,True,False
2024-04-14,New York,Americas,Canada,Manufacturing Innovations,CAIRGBCIL107,Corporate,Technology,USD,405.51,10,Senior Unsecured,Fixed,7.56,136.91,7.53,0.03,527.16,790.74,896.17,1.82,49.82,Global Coordinator,True,False
2024-07-01,London,EMEA,Saudi Arabia,Global Corporation,SA9BHV4KMOZ6,Corporate,Oil & Gas,USD,280.87,5,Senior Secured,Fixed,2.12,156.99,2.04,0.08,365.13,547.69,620.72,2.92,35.52,None,True,False
2022-06-20,New York,Americas,USA,Tech Solutions,USBHG3LARQT4,Corporate,Industrial,USD,193.41,5,Senior Subordinated,Fixed,7.8,101.75,7.73,0.07,251.43,377.14,427.43,2.8,40.96,Documentation Agent,True,True
2022-01-04,London,EMEA,United Arab Emirates,Global Systems,AEVQUAAI4ST9,Corporate,Oil & Gas,CHF,313.9,5,Senior Unsecured,Fixed,6.25,148.39,6.24,0.01,408.07,612.11,693.72,1.29,20.0,Passive,True,False
2023-03-11,Hong Kong,Asia-Pacific,China,Engineering Systems,CNSJ71Y1RHW6,Corporate,Consumer,USD,81.45,10,Senior Unsecured,Fixed,7.41,111.12,7.32,0.09,105.89,158.84,180.01,3.33,28.45,None,True,True
2024-12-01,London,EMEA,United Arab Emirates,Global Solutions,AEHE1RHWVMY4,Corporate,Oil & Gas,EUR,134.51,20,Senior Subordinated,Floating,3.31,178.13,3.26,0.05,174.86,262.29,297.26,2.78,29.67,Co-Manager,True,True
2023-03-15,New York,Americas,Mexico,Global Holdings,MXFFNVQ8XQ04,FIG,Financial Services,EUR,130.25,5,Senior Preferred,Fixed,2.73,60.0,2.57,0.16,195.38,351.68,390.76,4.52,10.52,Global Coordinator,True,False
2020-03-25,London,EMEA,Saudi Arabia,Continental Banking Corp,SA9G2IGWDB96,FIG,Financial Services,GBP,288.6,10,Additional Tier 1,Fixed,2.2,130.77,2.08,0.12,432.9,779.22,865.8,4.65,38.51,None,False,False
2020-08-06,New York,Americas,USA,Tech Innovations,USJZAQ2VSB67,Corporate,Industrial,USD,199.45,3,Senior Unsecured,Fixed,3.0,203.17,2.92,0.08,259.28,388.92,440.78,2.95,9.25,Co-Manager,False,False
2021-01-07,London,EMEA,UK,Consumer Solutions,GBCQWYN924Z4,Corporate,Consumer,EUR,414.49,30,Senior Unsecured,Fixed,4.55,188.04,4.53,0.02,538.84,808.26,916.03,1.31,17.98,Active Bookrunner,True,False
2024-09-19,Hong Kong,Asia-Pacific,China,ABC Holdings,CNMRNSWPI958,FIG,Insurance,HKD,154.19,5,Tier 2,Fixed,6.36,54.97,6.22,0.14,231.28,416.3,462.56,4.39,44.58,None,True,False
2020-09-16,Hong Kong,Asia-Pacific,China,Tech Systems,CNOBIPYM0M55,Corporate,Technology,USD,172.17,5,Senior Secured,Floating,3.05,159.49,2.96,0.09,223.82,335.73,380.49,4.39,5.31,Co-Manager,True,False
2020-08-16,London,EMEA,Netherlands,Tech Solutions,NL9DOI14X753,Corporate,Industrial,USD,140.56,3,Senior Unsecured,Floating,5.31,106.33,5.25,0.06,182.73,274.09,310.64,2.74,24.97,Active Bookrunner,True,True
2021-02-01,London,EMEA,France,Global Group,FRR9CKA0FKM4,FIG,Insurance,USD,167.04,10,Additional Tier 1,Fixed,6.94,133.56,6.86,0.08,250.56,451.01,501.12,2.73,9.13,None,True,False
2022-04-30,London,EMEA,United Arab Emirates,Government of United Arab Emirates,AE9RLE7RL9Z4,SSA,Sovereign,USD,1076.89,7,Senior Unsecured,Fixed,3.7,19.26,3.65,0.05,1938.4,4264.48,4846.0,2.56,42.49,None,True,False
2025-02-24,New York,Americas,Canada,Retail Systems,CAM9DCKAUXK4,Corporate,Industrial,USD,328.74,10,Senior Unsecured,Fixed,4.69,162.95,4.64,0.05,427.36,641.04,726.51,2.57,33.61,Passive Bookrunner,True,False
2023-09-16,London,EMEA,Netherlands,Pharma Systems,NLTP7VDWWUX2,Corporate,Healthcare,GBP,95.03,5,Senior Secured,Fixed,3.72,180.29,3.67,0.05,123.54,185.31,210.02,2.93,21.2,Co-Manager,False,False
2020-07-18,London,EMEA,UK,NatWest Financial,GBLEPRBXNSX8,FIG,Financial Services,EUR,173.82,10,Senior Preferred,Zero-Coupon,5.64,97.45,5.53,0.11,260.73,469.31,521.46,3.48,7.41,Passive,True,False
2020-07-01,New York,Americas,Canada,Digital Solutions,CA26DXUFC898,Corporate,Healthcare,CAD,496.89,3,Junior Subordinated,Fixed,3.42,137.47,3.34,0.08,645.96,968.94,1098.13,4.68,29.3,Passive,True,False
2023-03-08,Hong Kong,Asia-Pacific,Japan,SMFG Financial,JP26MS1H53W9,FIG,Insurance,CNY,182.5,3,Senior Preferred,Fixed,4.38,108.66,4.33,0.05,273.75,492.75,547.5,2.8,32.51,Co-Manager,True,False
2023-01-05,London,EMEA,UK,Brands Innovations,GBE4P39OFNP4,Corporate,Consumer,EUR,533.84,5,Junior Subordinated,Fixed,3.76,113.51,3.74,0.02,693.99,1040.99,1179.78,1.54,5.55,Passive,True,False
2021-09-10,London,EMEA,Netherlands,Brands Systems,NLT7V39CBPK5,Corporate,Industrial,USD,344.15,10,Senior Unsecured,Fixed,3.08,114.19,3.08,0.0,447.39,671.09,760.56,1.11,5.25,Passive,True,False
2021-02-05,Hong Kong,Asia-Pacific,China,Consumer Innovations,CNKIELQ80B43,Corporate,Industrial,JPY,280.16,3,Senior Unsecured,Fixed,2.13,83.31,1.95,0.18,364.21,546.31,619.16,4.67,6.02,None,False,False
2020-08-01,Hong Kong,Asia-Pacific,Japan,Government of Japan,JPUSE816YG86,SSA,Sovereign,HKD,870.6,5,Senior Unsecured,Floating,6.32,14.03,6.22,0.1,1567.08,3447.58,3917.7,3.24,44.14,Passive Bookrunner,False,False
2021-04-07,New York,Americas,USA,Citi Holdings,USII8YZ86L90,FIG,Insurance,USD,119.68,10,Senior Non-Preferred,Floating,2.25,134.08,2.16,0.09,179.52,323.14,359.04,3.36,37.33,Active Bookrunner,False,False
2024-03-03,London,EMEA,United Arab Emirates,Global Innovations,AEIIYXYZ72X8,Corporate,Oil & Gas,CHF,466.05,7,Senior Secured,Floating,4.38,138.93,4.3,0.08,605.87,908.81,1029.98,3.81,28.19,Passive Bookrunner,True,True
2021-12-30,London,EMEA,UK,NatWest Holdings,GBPT0QX49KA1,FIG,Asset Management,EUR,171.72,5,Senior Preferred,Fixed,4.59,149.62,4.56,0.03,257.58,463.64,515.16,2.02,21.39,Passive Bookrunner,True,False
2025-02-19,New York,Americas,USA,Manufacturing Systems,USI82E22YYF8,Corporate,Industrial,USD,580.66,3,Senior Unsecured,Floating,2.98,184.91,2.85,0.13,754.86,1132.29,1283.26,4.6,42.2,Passive,True,False
2022-03-27,Hong Kong,Asia-Pacific,Hong Kong,Continental Financial,HK31D983BSQ5,FIG,Financial Services,CNY,284.9,5,Senior Non-Preferred,Floating,2.14,117.35,2.03,0.11,427.35,769.23,854.7,3.23,31.91,Passive Bookrunner,False,False
2023-09-16,New York,Americas,Canada,Continental Financial,CAFOB15YJA46,FIG,Insurance,USD,291.0,5,Senior Preferred,Fixed,7.29,136.8,7.19,0.1,436.5,785.7,873.0,3.14,6.57,Documentation Agent,False,False
2021-04-01,Hong Kong,Asia-Pacific,Hong Kong,Brands Solutions,HKBYS7I7IRY9,Corporate,Consumer,CNY,282.22,3,Senior Unsecured,Floating,3.66,151.18,3.57,0.09,366.89,550.34,623.71,4.73,45.86,Co-Manager,True,False
2021-08-14,New York,Americas,Mexico,Pharma Systems,MXHKTPFPF379,Corporate,Healthcare,USD,114.43,1,Senior Unsecured,Fixed,6.29,155.09,6.2,0.09,148.76,223.14,252.89,3.01,45.6,Co-Manager,True,False
2025-02-11,Hong Kong,Asia-Pacific,Hong Kong,Government of Hong Kong,HK5B29JYOIP5,SSA,Sovereign,USD,580.3,10,Senior Unsecured,Fixed,7.6,37.57,7.57,0.03,1044.54,2297.99,2611.35,1.89,44.38,None,False,False
2020-03-05,New York,Americas,Canada,Government of Canada,CAQWJQMF7AP0,SSA,Sovereign,USD,1080.98,5,Senior Unsecured,Fixed,7.9,26.51,7.88,0.02,1945.76,4280.67,4864.4,1.83,37.33,Co-Manager,True,True
2023-05-21,Hong Kong,Asia-Pacific,China,Cloud Solutions,CNM9AWTLYSJ4,Corporate,Healthcare,CNY,171.2,5,Senior Secured,Fixed,4.89,129.21,4.85,0.04,222.56,333.84,378.35,2.45,5.74,Co-Manager,True,False
2023-07-10,Hong Kong,Asia-Pacific,Japan,Manufacturing Corporation,JP52OIRB04S7,Corporate,Consumer,CNY,523.92,5,Senior Unsecured,Fixed,7.82,96.34,7.77,0.05,681.1,1021.65,1157.87,2.73,49.48,None,True,True
2025-02-22,Hong Kong,Asia-Pacific,China,Government of China,CNTS98NUASU0,SSA,Sovereign,USD,1866.38,7,Senior Unsecured,Fixed,2.39,16.58,2.32,0.07,3359.48,7390.86,8398.7,4.62,28.28,Passive Bookrunner,False,False
2021-03-12,Hong Kong,Asia-Pacific,Singapore,Bio Solutions,SGZ448F6FSJ6,Corporate,Technology,HKD,350.66,10,Senior Subordinated,Floating,7.29,218.66,7.19,0.1,455.86,683.79,774.96,3.35,43.48,Co-Manager,True,False
2025-01-18,Hong Kong,Asia-Pacific,China,Retail Solutions,CN3MKJILBFG5,Corporate,Consumer,HKD,297.32,10,Senior Unsecured,Floating,3.56,198.12,3.44,0.12,386.52,579.78,657.08,3.68,10.14,Active Bookrunner,True,False
2022-02-02,London,EMEA,Germany,Industrial Corporation,DEVXT3V9UVF7,Corporate,Industrial,USD,516.34,10,Senior Unsecured,Fixed,7.79,175.89,7.69,0.1,671.24,1006.86,1141.11,3.68,24.96,None,False,True
2021-02-19,Hong Kong,Asia-Pacific,China,Bank of China Banking Corp,CNWGQ8EJ2C96,FIG,Asset Management,JPY,146.22,10,Senior Non-Preferred,Fixed,6.26,171.88,6.19,0.07,219.33,394.79,438.66,3.87,5.48,Co-Manager,False,False
2025-01-31,London,EMEA,Netherlands,Digital Solutions,NLDDJYX60BZ5,Corporate,Industrial,EUR,630.29,30,Senior Secured,Fixed,7.59,250.95,7.44,0.15,819.38,1229.07,1392.95,4.6,47.78,Co-Manager,False,True
2024-07-27,Hong Kong,Asia-Pacific,Hong Kong,Engineering Innovations,HK8CTOXTXEK0,Corporate,Healthcare,JPY,298.8,10,Senior Unsecured,Fixed,6.76,175.43,6.66,0.1,388.44,582.66,660.35,4.02,17.92,None,True,False
2020-03-14,London,EMEA,UK,Consumer Solutions,GBCR59E7QRO3,Corporate,Consumer,EUR,205.58,5,Senior Unsecured,Fixed,6.2,170.15,6.11,0.09,267.25,400.88,454.32,3.25,33.69,Passive Bookrunner,True,False
2024-10-25,London,EMEA,Germany,KfW,DELOZDG3W438,SSA,Sovereign,EUR,959.17,3,Senior Unsecured,Fixed,4.69,49.93,4.67,0.02,1726.51,3798.32,4316.27,2.07,46.99,None,True,False
2025-01-20,New York,Americas,Mexico,Metropolitan Holdings,MXQDSOWVIS06,FIG,Banks,USD,181.56,5,Senior Non-Preferred,Zero-Coupon,3.9,151.08,3.84,0.06,272.34,490.21,544.68,2.2,41.56,Passive Bookrunner,True,True
2024-10-09,Hong Kong,Asia-Pacific,China,ICBC Group,CNPMUMZYV1C5,FIG,Insurance,CNY,274.52,10,Senior Preferred,Fixed,2.4,146.39,2.37,0.03,411.78,741.2,823.56,2.21,43.24,None,True,True
2023-07-26,New York,Americas,USA,Cyber Corporation,USRV3R14I2E3,Corporate,Industrial,USD,298.11,20,Senior Unsecured,Floating,5.18,208.51,5.08,0.1,387.54,581.31,658.82,4.06,30.63,Passive Bookrunner,True,True
2024-08-05,New York,Americas,Mexico,Government of Mexico,MX4FO3CI8P87,SSA,Sovereign,EUR,577.16,3,Senior Unsecured,Floating,7.9,39.88,7.88,0.02,1038.89,2285.56,2597.23,1.81,10.37,Global Coordinator,False,False
2021-06-02,Hong Kong,Asia-Pacific,Singapore,Metropolitan Group,SGICVS0229K8,FIG,Banks,CNY,208.59,5,Senior Non-Preferred,Fixed,6.12,65.65,6.04,0.08,312.88,563.18,625.76,3.5,32.74,Passive Bookrunner,True,False
2020-07-09,New York,Americas,Canada,Global Financial,CAX7VRIN3S48,FIG,Financial Services,USD,140.1,30,Senior Non-Preferred,Floating,7.45,81.6,7.34,0.11,210.15,378.27,420.3,4.14,18.98,Co-Manager,True,False
2022-06-01,Hong Kong,Asia-Pacific,Japan,Government of Japan,JP5LJB1RN8E9,SSA,Sovereign,CNY,1120.76,3,Senior Unsecured,Fixed,6.86,20.11,6.75,0.11,2017.37,4438.21,5043.42,4.8,37.5,None,True,False
2024-09-15,New York,Americas,Brazil,Medical Systems,BRMDE41SHNV6,Corporate,Consumer,USD,288.57,10,Senior Unsecured,Fixed,3.41,176.96,3.25,0.16,375.14,562.71,637.74,4.66,43.32,Active Bookrunner,False,False
2025-02-03,Hong Kong,Asia-Pacific,China,CCB Group,CNJT8FNY82R9,FIG,Insurance,JPY,272.94,5,Senior Preferred,Zero-Coupon,3.93,152.6,3.81,0.12,409.41,736.94,818.82,4.14,32.33,None,True,False
2024-02-02,Hong Kong,Asia-Pacific,South Korea,Government of South Korea,KRB9ZL24PQY4,SSA,Sovereign,CNY,397.59,5,Senior Unsecured,Fixed,7.23,53.63,7.13,0.1,715.66,1574.45,1789.15,4.47,5.71,None,True,False
2023-03-28,Hong Kong,Asia-Pacific,South Korea,Metropolitan Financial,KR3KHEIEJYH4,FIG,Insurance,JPY,211.23,10,Senior Preferred,Fixed,2.88,62.41,2.74,0.14,316.84,570.31,633.68,4.6,39.95,Documentation Agent,True,True
2024-02-14,London,EMEA,Switzerland,Cyber Corporation,CH72XY5MAXZ6,Corporate,Technology,USD,85.31,10,Senior Unsecured,Floating,2.07,84.22,2.0,0.07,110.9,166.35,188.53,3.57,49.93,None,True,False
2022-01-13,New York,Americas,USA,Bio Solutions,US846PJBO6D4,Corporate,Industrial,USD,572.87,5,Senior Unsecured,Fixed,4.82,215.67,4.63,0.19,744.73,1117.1,1266.04,4.98,6.84,None,True,False
2024-09-25,London,EMEA,Saudi Arabia,Global Financial,SACV52M25KC1,FIG,Financial Services,CHF,218.89,7,Senior Preferred,Fixed,4.24,89.79,4.17,0.07,328.33,590.99,656.66,3.9,39.27,Active Bookrunner,True,True
2024-11-25,New York,Americas,USA,Engineering Corporation,USBFUNMQGH60,Corporate,Consumer,MXN,434.48,3,Senior Subordinated,Fixed,5.23,156.96,5.18,0.05,564.82,847.23,960.19,2.59,36.6,Passive Bookrunner,True,False
2021-05-31,New York,Americas,Canada,Consumer Systems,CA8SMCNI7Y50,Corporate,Technology,USD,257.56,10,Senior Subordinated,Fixed,6.93,219.37,6.88,0.05,334.83,502.25,569.21,2.07,31.33,Passive Bookrunner,True,False
2025-02-27,New York,Americas,Chile,Continental Banking Corp,XXXBA6TWGKV4,FIG,Financial Services,USD,120.64,10,Senior Non-Preferred,Fixed,5.18,159.07,5.04,0.14,180.96,325.73,361.92,4.72,5.52,Co-Manager,True,False
2021-09-08,London,EMEA,UK,Retail Innovations,GBK222665T97,Corporate,Industrial,USD,484.93,30,Senior Unsecured,Floating,5.2,200.89,5.06,0.14,630.41,945.62,1071.7,4.59,33.78,Passive Bookrunner,True,False
2022-07-17,New York,Americas,Canada,Brands Innovations,CAZ43R7PI545,Corporate,Consumer,USD,376.73,7,Senior Unsecured,Floating,6.16,218.89,6.13,0.03,489.75,734.62,832.57,1.72,22.35,None,False,False
2023-03-31,London,EMEA,Germany,Global Group,DEL015ZXQ325,FIG,Insurance,USD,196.95,3,Tier 2,Fixed,5.08,150.92,4.92,0.16,295.42,531.76,590.84,4.45,41.15,Co-Manager,True,False
2020-07-04,Hong Kong,Asia-Pacific,Hong Kong,Consumer Corporation,HKWBOY9XQLL4,Corporate,Healthcare,HKD,226.04,10,Senior Unsecured,Fixed,6.02,149.31,5.9,0.12,293.85,440.78,499.55,3.82,40.8,Passive Bookrunner,True,False
2021-07-17,New York,Americas,Brazil,Manufacturing Systems,BR4XK6WS7WB7,Corporate,Consumer,USD,271.18,5,Senior Unsecured,Floating,4.24,166.58,4.16,0.08,352.53,528.79,599.3,3.71,32.56,None,True,False
2023-04-14,New York,Americas,USA,Retail Systems,USMGDOC0LVN3,Corporate,Healthcare,CAD,433.9,1,Senior Unsecured,Fixed,3.08,148.1,2.95,0.13,564.07,846.11,958.92,4.42,35.47,Documentation Agent,False,True
2021-02-28,Hong Kong,Asia-Pacific,China,Consumer Corporation,CNRR4EEPXXJ8,Corporate,Industrial,CNY,250.78,3,Senior Subordinated,Fixed,7.45,175.96,7.34,0.11,326.01,489.01,554.22,3.65,23.3,Passive Bookrunner,False,False
2020-03-06,Hong Kong,Asia-Pacific,Hong Kong,Consumer Innovations,HKR2UJ0NE463,Corporate,Healthcare,HKD,217.0,30,Senior Secured,Zero-Coupon,3.56,137.31,3.5,0.06,282.1,423.15,479.57,2.7,18.55,Active Bookrunner,True,False
2021-09-16,New York,Americas,Brazil,Pharma Innovations,BRZT69RK3WF2,Corporate,Industrial,USD,231.18,10,Senior Secured,Fixed,3.78,177.9,3.71,0.07,300.53,450.79,510.9,3.33,24.75,Active Bookrunner,True,False
2025-02-05,Hong Kong,Asia-Pacific,Hong Kong,Tech Corporation,HKNRKK45GE81,Corporate,Technology,HKD,357.27,5,Senior Unsecured,Fixed,7.82,188.55,7.8,0.02,464.45,696.67,789.56,1.58,6.84,Active Bookrunner,False,False
2020-05-11,London,EMEA,France,Global Corporation,FRYX3QX3QBQ7,Corporate,Consumer,EUR,489.0,5,Senior Unsecured,Fixed,6.91,129.73,6.81,0.1,635.7,953.55,1080.69,3.21,8.7,Active Bookrunner,True,False
2020-11-25,London,EMEA,Saudi Arabia,Global Solutions,SAZG5Z59YRB6,Corporate,Oil & Gas,EUR,83.2,30,Senior Unsecured,Fixed,5.33,267.84,5.25,0.08,108.16,162.24,183.87,4.83,48.08,None,True,False
2021-01-01,New York,Americas,USA,Fannie Mae,US6ENURXOK59,SSA,Sovereign,EUR,973.39,7,Senior Unsecured,Fixed,4.94,28.11,4.94,0.0,1752.1,3854.62,4380.25,1.02,12.6,Co-Manager,True,False
2020-07-13,London,EMEA,UK,Brands Innovations,GBCDBRZJIWU9,Corporate,Consumer,GBP,559.8,10,Senior Unsecured,Floating,6.94,177.82,6.91,0.03,727.74,1091.61,1237.16,2.46,38.17,Documentation Agent,False,True
2021-09-24,London,EMEA,Switzerland,Continental Group,CHX8I96K8RR9,FIG,Financial Services,USD,165.62,10,Senior Preferred,Fixed,3.1,136.72,3.03,0.07,248.43,447.17,496.86,2.62,29.85,Passive,True,False
2025-02-15,New York,Americas,Canada,Retail Corporation,CAT9KFF0RQ24,Corporate,Consumer,MXN,261.94,5,Senior Unsecured,Fixed,2.05,82.69,1.98,0.07,340.52,510.78,578.88,3.7,5.87,Passive,True,False
2021-07-20,Hong Kong,Asia-Pacific,China,Bank of China Banking Corp,CNCWHGL5RP52,FIG,Financial Services,USD,171.57,10,Tier 2,Fixed,4.48,152.92,4.41,0.07,257.36,463.25,514.72,4.29,36.23,Passive Bookrunner,True,False
2020-02-17,New York,Americas,USA,JP Financial,USM4OM67VGL4,FIG,Insurance,USD,181.69,3,Senior Preferred,Fixed,5.76,137.96,5.71,0.05,272.53,490.55,545.06,2.55,44.52,Co-Manager,True,False
2024-09-19,London,EMEA,Saudi Arabia,Global Innovations,SARQHKA5L997,Corporate,Oil & Gas,USD,86.31,20,Senior Unsecured,Zero-Coupon,4.21,130.91,4.09,0.12,112.2,168.3,190.74,4.3,30.18,None,True,False
2020-03-04,New York,Americas,Mexico,Industrial Innovations,MXK28YJPDF89,Corporate,Healthcare,USD,312.24,5,Senior Unsecured,Fixed,6.06,108.46,6.01,0.05,405.91,608.87,690.05,2.65,12.71,Passive,False,False
2023-09-01,New York,Americas,Canada,Pharma Corporation,CAIUPTW341I7,Corporate,Industrial,USD,483.8,20,Senior Unsecured,Fixed,3.95,137.22,3.88,0.07,628.94,943.41,1069.2,3.1,13.73,Active Bookrunner,True,False
2024-12-28,London,EMEA,Switzerland,Global Financial,CHAQIZJ8S364,FIG,Insurance,EUR,161.58,5,Senior Preferred,Fixed,4.26,63.89,4.23,0.03,242.37,436.27,484.74,1.92,29.24,Passive,True,True
2020-05-25,London,EMEA,UK,Consumer Solutions,GBW4CUW7EZR2,Corporate,Consumer,USD,302.83,30,Senior Subordinated,Floating,7.42,229.13,7.35,0.07,393.68,590.52,669.26,2.84,7.29,Global Coordinator,False,False
2025-02-27,New York,Americas,USA,Bank of Group,USUQZXS60B55,FIG,Insurance,EUR,200.91,5,Senior Non-Preferred,Fixed,3.69,119.25,3.57,0.12,301.37,542.47,602.74,3.4,45.12,Passive,True,False
2021-02-16,London,EMEA,France,Brands Solutions,FR3OV2RCFKF0,Corporate,Consumer,USD,565.71,5,Senior Secured,Fixed,4.69,81.37,4.64,0.05,735.42,1103.13,1250.21,2.43,20.87,Passive Bookrunner,True,False
2021-11-24,London,EMEA,UK,Consumer Solutions,GB0T48JHELR5,Corporate,Industrial,EUR,133.73,5,Senior Subordinated,Fixed,6.49,150.56,6.35,0.14,173.85,260.77,295.54,4.1,9.16,Passive,False,False
2024-08-31,London,EMEA,France,Brands Corporation,FRFOYJH74NO6,Corporate,Consumer,EUR,441.86,1,Senior Subordinated,Fixed,6.34,157.17,6.2,0.14,574.42,861.63,976.51,4.06,12.82,Passive,True,False
2024-08-24,London,EMEA,Germany,Global Group,DEMA4GDRBBO9,FIG,Financial Services,EUR,137.09,5,Senior Non-Preferred,Fixed,3.16,126.45,3.1,0.06,205.63,370.13,411.26,2.16,30.22,None,True,True
2025-02-13,London,EMEA,Germany,Global Innovations,DEFKUET4V9U2,Corporate,Consumer,USD,85.5,10,Junior Subordinated,Fixed,5.09,96.69,5.02,0.07,111.15,166.73,188.96,3.81,19.01,Co-Manager,False,True
2020-07-24,London,EMEA,UK,Barclays Financial,GBF1S6CPY827,FIG,Asset Management,GBP,199.34,10,Senior Preferred,Floating,7.57,81.86,7.52,0.05,299.01,538.22,598.02,3.11,16.16,Passive,False,False
2022-03-27,Hong Kong,Asia-Pacific,China,Retail Systems,CNFGF5A6UK14,Corporate,Industrial,JPY,510.56,5,Senior Secured,Fixed,5.32,184.6,5.15,0.17,663.73,995.6,1128.34,4.93,10.59,Passive Bookrunner,False,False
2020-12-28,New York,Americas,Canada,Tech Systems,CABK3R6UHF95,Corporate,Healthcare,USD,92.94,10,Senior Unsecured,Fixed,4.01,133.58,3.94,0.07,120.82,181.23,205.39,3.34,15.31,Active Bookrunner,False,False
2024-05-09,London,EMEA,Netherlands,Global Holdings,NL2NUI950G08,FIG,Insurance,GBP,152.86,3,Additional Tier 1,Fixed,3.47,59.51,3.38,0.09,229.29,412.72,458.58,4.1,31.06,Passive Bookrunner,False,True
2023-03-02,New York,Americas,Canada,Continental Group,CA5Q5N9UQDQ5,FIG,Insurance,EUR,176.18,30,Senior Preferred,Fixed,3.96,161.49,3.85,0.11,264.27,475.69,528.54,3.53,7.43,Active Bookrunner,True,False
2020-11-27,Hong Kong,Asia-Pacific,China,Consumer Corporation,CNGT8ZFEMCT5,Corporate,Industrial,USD,76.76,10,Senior Unsecured,Fixed,5.95,82.6,5.92,0.03,99.79,149.69,169.64,1.86,27.32,Co-Manager,True,False
2024-06-22,London,EMEA,France,Retail Solutions,FRFFA7NOZK88,Corporate,Industrial,EUR,161.75,7,Senior Unsecured,Zero-Coupon,2.35,214.86,2.3,0.05,210.28,315.42,357.48,3.17,39.06,Passive,True,False
2021-03-04,New York,Americas,Brazil,Continental Financial,BRC46YS7MFG2,FIG,Asset Management,USD,224.1,20,Senior Preferred,Fixed,7.65,186.47,7.61,0.04,336.15,605.07,672.3,2.14,20.73,Passive Bookrunner,True,False
